PAOC_label,SEX_label,PINCP,MARHYP,PAP
Females with own children under 6 years and 6 to 17 years,Female,57500,2013,0
Females with own children under 6 years only,Female,57000,2013,0
Females with own children under 6 years only,Female,57000,2013,0
Females with own children under 6 years only,Female,56000,2013,0
Females with own children under 6 years only,Female,55000,2013,0
Females with own children under 6 years only,Female,55000,2013,0
Females with own children under 6 years only,Female,55000,2013,0
Females with own children under 6 years and 6 to 17 years,Female,55000,2013,0
Females with own children 6 to 17 years only,Female,54400,2013,0
Females with own children under 6 years only,Female,54000,2013,0
Females with own children under 6 years and 6 to 17 years,Female,53400,2013,0
Females with own children under 6 years only,Female,52000,2013,0
Females with own children under 6 years only,Female,50950,2013,0
Females with own children under 6 years only,Female,50700,2013,0
Females with own children under 6 years only,Female,50500,2013,0
Females with own children under 6 years only,Female,50000,2013,0
Females with own children under 6 years only,Female,50000,2013,0
Females with own children 6 to 17 years only,Female,50000,2013,0
Females with own children under 6 years only,Female,50000,2013,0
Females with own children 6 to 17 years only,Female,50000,2013,0
Females with own children under 6 years only,Female,50000,2013,0
Females with own children under 6 years only,Female,50000,2013,0
Females with own children under 6 years only,Female,50000,2013,0
Females with own children under 6 years only,Female,50000,2013,0
Females with own children under 6 years only,Female,49000,2013,0
Females with own children under 6 years only,Female,49000,2013,0
Females with own children 6 to 17 years only,Female,48600,2013,0
Females with own children under 6 years and 6 to 17 years,Female,48500,2013,0
Females with own children under 6 years only,Female,48000,2013,0
Females with own children under 6 years and 6 to 17 years,Female,48000,2013,0
Females with own children under 6 years only,Female,47200,2013,0
Females with own children 6 to 17 years only,Female,47000,2013,0
Females with own children under 6 years and 6 to 17 years,Female,46800,2013,0
Females with own children 6 to 17 years only,Female,46000,2013,0
Females with own children under 6 years and 6 to 17 years,Female,45000,2013,0
Females with own children under 6 years and 6 to 17 years,Female,45000,2013,0
Females with own children under 6 years only,Female,45000,2013,0
Females with own children under 6 years only,Female,43000,2013,0
Females with own children 6 to 17 years only,Female,40300,2013,0
Females with own children under 6 years only,Female,40000,2013,0
Females with own children under 6 years only,Female,40000,2013,0
Females with own children under 6 years only,Female,40000,2013,0
Females with own children under 6 years only,Female,40000,2013,0
Females with own children under 6 years only,Female,39400,2013,0
Females with own children under 6 years only,Female,38000,2013,0
Females with own children under 6 years only,Female,37900,2013,0
Females with own children under 6 years and 6 to 17 years,Female,36600,2013,0
Females with own children 6 to 17 years only,Female,36400,2013,0
Females with own children under 6 years only,Female,36000,2013,0
Females with own children 6 to 17 years only,Female,36000,2013,0
Females with own children under 6 years only,Female,35000,2013,0
Females with own children under 6 years only,Female,35000,2013,0
Females with own children under 6 years only,Female,35000,2013,0
Females with own children under 6 years only,Female,35000,2013,0
Females with own children under 6 years only,Female,34600,2013,0
Females with own children 6 to 17 years only,Female,33000,2013,0
Females with own children under 6 years and 6 to 17 years,Female,33000,2013,0
Females with own children under 6 years only,Female,32900,2013,0
Females with own children 6 to 17 years only,Female,32600,2013,0
Females with own children under 6 years and 6 to 17 years,Female,30900,2013,0
Females with own children 6 to 17 years only,Female,30600,2013,0
Females with own children under 6 years and 6 to 17 years,Female,30000,2013,0
Females with own children 6 to 17 years only,Female,30000,2013,0
Females with own children under 6 years only,Female,30000,2013,0
Females with own children under 6 years only,Female,30000,2013,0
Females with own children under 6 years only,Female,30000,2013,0
Females with own children under 6 years only,Female,29500,2013,0
Females with own children under 6 years only,Female,29400,2013,0
Females with own children 6 to 17 years only,Female,29000,2013,0
Females with own children under 6 years and 6 to 17 years,Female,29000,2013,0
Females with own children 6 to 17 years only,Female,29000,2013,0
Females with own children 6 to 17 years only,Female,28300,2013,0
Females with own children 6 to 17 years only,Female,27700,2013,0
Females with own children under 6 years only,Female,27000,2013,0
Females with own children under 6 years only,Female,26800,2013,0
Females with own children under 6 years only,Female,26000,2013,0
Females with own children under 6 years only,Female,25000,2013,0
Females with own children under 6 years only,Female,25000,2013,0
Females with own children 6 to 17 years only,Female,25000,2013,0
Females with own children 6 to 17 years only,Female,25000,2013,0
Females with own children under 6 years only,Female,25000,2013,0
Females with own children under 6 years only,Female,25000,2013,0
Females with own children under 6 years only,Female,24000,2013,0
Females with own children under 6 years only,Female,23000,2013,0
Females with own children under 6 years only,Female,23000,2013,0
Females with own children under 6 years only,Female,22900,2013,0
Females with own children under 6 years and 6 to 17 years,Female,22500,2013,0
Females with own children under 6 years only,Female,22100,2013,0
Females with own children under 6 years only,Female,22000,2013,0
Females with own children under 6 years only,Female,22000,2013,0
Females with own children 6 to 17 years only,Female,21300,2013,0
Females with own children under 6 years only,Female,21000,2013,0
Females with own children 6 to 17 years only,Female,20600,2013,0
Females with own children 6 to 17 years only,Female,20000,2013,0
Females with own children under 6 years and 6 to 17 years,Female,20000,2013,0
Females with own children under 6 years only,Female,20000,2013,0
Females with own children 6 to 17 years only,Female,19000,2013,0
Females with own children 6 to 17 years only,Female,18900,2013,3900
Females with own children 6 to 17 years only,Female,18000,2013,0
Females with own children under 6 years only,Female,17000,2013,0
Females with own children 6 to 17 years only,Female,17000,2013,0
Females with own children under 6 years only,Female,17000,2013,0
Females with own children 6 to 17 years only,Female,17000,2013,0
Females with own children under 6 years and 6 to 17 years,Female,15900,2013,0
Females with own children 6 to 17 years only,Female,15700,2013,0
Females with own children under 6 years only,Female,15000,2013,0
Females with own children under 6 years only,Female,15000,2013,0
Females with own children under 6 years only,Female,12000,2013,0
Females with own children 6 to 17 years only,Female,12000,2013,0
Females with own children under 6 years only,Female,12000,2013,0
Females with own children under 6 years and 6 to 17 years,Female,11600,2013,0
Females with own children 6 to 17 years only,Female,11050,2013,0
Females with own children under 6 years only,Female,9500,2013,0
Females with own children under 6 years only,Female,9000,2013,2500
Females with own children 6 to 17 years only,Female,8800,2013,1500
Females with own children under 6 years only,Female,8500,2013,0
Females with own children 6 to 17 years only,Female,8100,2013,0
Females with own children under 6 years only,Female,8000,2013,0
Females with own children under 6 years only,Female,7500,2013,0
Females with own children under 6 years only,Female,7500,2013,0
Females with own children under 6 years only,Female,7200,2013,0
Females with own children under 6 years only,Female,7000,2013,0
Females with own children under 6 years only,Female,6000,2013,0
Females with own children under 6 years only,Female,6000,2013,0
Females with own children under 6 years only,Female,5630,2013,4800
Females with own children under 6 years and 6 to 17 years,Female,4510,2013,0
Females with own children under 6 years only,Female,4000,2013,0
Females with own children under 6 years only,Female,4000,2013,0
Females with own children 6 to 17 years only,Female,4000,2013,0
Females with own children under 6 years and 6 to 17 years,Female,4000,2013,0
Females with own children 6 to 17 years only,Female,3600,2013,0
Females with own children under 6 years only,Female,3600,2013,0
Females with own children under 6 years and 6 to 17 years,Female,3300,2013,0
Females with own children under 6 years only,Female,3000,2013,0
Females with own children 6 to 17 years only,Female,3000,2013,0
Females with own children under 6 years and 6 to 17 years,Female,3000,2013,0
Females with own children under 6 years only,Female,3000,2013,0
Females with own children under 6 years only,Female,2600,2013,0
Females with own children under 6 years only,Female,2500,2013,0
Females with own children under 6 years and 6 to 17 years,Female,2500,2013,0
Females with own children under 6 years only,Female,1700,2013,0
Females with own children 6 to 17 years only,Female,1400,2013,0
Females with own children under 6 years only,Female,1200,2013,0
Females with own children 6 to 17 years only,Female,1100,2013,0
Females with own children under 6 years only,Female,800,2013,0
Females with own children under 6 years and 6 to 17 years,Female,610,2013,610
Females with own children under 6 years only,Female,490,2013,0
Females with own children under 6 years only,Female,450,2013,0
Females with own children under 6 years only,Female,300,2013,0
Females with own children under 6 years only,Female,100,2013,100
Females with own children under 6 years only,Female,100,2013,0
Females with own children under 6 years only,Female,10,2013,0
Females with own children under 6 years only,Female,0,2013,0
Females with own children under 6 years only,Female,0,2013,0
Females with own children under 6 years only,Female,0,2013,0
Females with own children under 6 years and 6 to 17 years,Female,0,2013,0
Females with own children under 6 years only,Female,0,2013,0
Females with own children under 6 years only,Female,0,2013,0
Females with own children under 6 years only,Female,0,2013,0
Females with own children under 6 years and 6 to 17 years,Female,0,2013,0
Females with own children under 6 years and 6 to 17 years,Female,0,2013,0
Females with own children under 6 years and 6 to 17 years,Female,0,2013,0
Females with own children 6 to 17 years only,Female,0,2013,0
Females with own children under 6 years and 6 to 17 years,Female,0,2013,0
Females with own children under 6 years only,Female,0,2013,0
Females with own children under 6 years only,Female,0,2013,0
Females with own children under 6 years only,Female,0,2013,0
Females with own children under 6 years only,Female,0,2013,0
Females with own children under 6 years only,Female,0,2013,0
Females with own children under 6 years only,Female,0,2013,0
Females with own children under 6 years only,Female,0,2013,0
Females with own children under 6 years and 6 to 17 years,Female,0,2013,0
Females with own children under 6 years only,Female,0,2013,0
Females with own children under 6 years only,Female,0,2013,0
Females with own children under 6 years only,Female,0,2013,0
Females with own children under 6 years only,Female,0,2013,0
Females with own children under 6 years only,Female,0,2013,0
Females with own children under 6 years only,Female,0,2013,0
Females with own children under 6 years only,Female,0,2013,0
Females with own children 6 to 17 years only,Female,0,2013,0
Females with own children under 6 years only,Female,0,2013,0
Females with own children under 6 years only,Female,0,2013,0
Females with own children under 6 years only,Female,0,2013,0
Females with own children under 6 years and 6 to 17 years,Female,0,2013,0
Females with own children under 6 years only,Female,0,2013,0
Females with own children under 6 years and 6 to 17 years,Female,0,2013,0
Females with own children 6 to 17 years only,Female,0,2013,0
Females with own children under 6 years only,Female,0,2013,0
Females with own children under 6 years only,Female,0,2013,0
Females with own children under 6 years only,Female,0,2013,0
Females with own children under 6 years only,Female,0,2013,0
Females with own children under 6 years only,Female,0,2013,0
Females with own children 6 to 17 years only,Female,0,2013,0
Females with own children under 6 years and 6 to 17 years,Female,0,2013,0
Females with own children under 6 years only,Female,0,2013,0
Females with own children 6 to 17 years only,Female,0,2013,0
Females with own children under 6 years only,Female,0,2013,0
Females with own children under 6 years only,Female,0,2013,0
Females with own children under 6 years only,Female,0,2013,0
Females with own children 6 to 17 years only,Female,0,2013,0
Females with own children under 6 years only,Female,0,2013,0
Females with own children under 6 years and 6 to 17 years,Female,0,2013,0
Females with own children under 6 years only,Female,0,2013,0
Females with own children under 6 years only,Female,0,2013,0
Females with own children under 6 years only,Female,0,2013,0
Females with own children under 6 years only,Female,0,2013,0
Females with own children under 6 years only,Female,521000,2014,0
Females with own children 6 to 17 years only,Female,223000,2014,0
Females with own children under 6 years only,Female,200000,2014,0
Females with own children under 6 years and 6 to 17 years,Female,200000,2014,0
Females with own children under 6 years only,Female,150300,2014,0
Females with own children under 6 years only,Female,150000,2014,0
Females with own children under 6 years only,Female,150000,2014,0
Females with own children under 6 years and 6 to 17 years,Female,150000,2014,0
Females with own children 6 to 17 years only,Female,150000,2014,0
Females with own children 6 to 17 years only,Female,140000,2014,0
Females with own children under 6 years only,Female,130000,2014,0
Females with own children 6 to 17 years only,Female,125000,2014,0
Females with own children under 6 years only,Female,112000,2014,0
Females with own children under 6 years only,Female,100000,2014,0
Females with own children under 6 years only,Female,100000,2014,0
Females with own children under 6 years only,Female,98000,2014,0
Females with own children under 6 years only,Female,95000,2014,0
Females with own children under 6 years only,Female,92000,2014,0
Females with own children under 6 years only,Female,92000,2014,0
Females with own children under 6 years only,Female,90000,2014,0
Females with own children under 6 years only,Female,88000,2014,0
Females with own children under 6 years only,Female,83000,2014,0
Females with own children under 6 years and 6 to 17 years,Female,83000,2014,0
Females with own children 6 to 17 years only,Female,80000,2014,0
Females with own children under 6 years only,Female,80000,2014,0
Females with own children 6 to 17 years only,Female,80000,2014,0
Females with own children under 6 years only,Female,80000,2014,0
Females with own children under 6 years only,Female,80000,2014,0
Females with own children under 6 years and 6 to 17 years,Female,80000,2014,0
Females with own children under 6 years only,Female,80000,2014,0
Females with own children under 6 years and 6 to 17 years,Female,77000,2014,0
Females with own children under 6 years only,Female,76800,2014,0
Females with own children under 6 years only,Female,75820,2014,0
Females with own children under 6 years only,Female,70000,2014,0
Females with own children under 6 years only,Female,70000,2014,0
Females with own children under 6 years only,Female,70000,2014,0
Females with own children under 6 years only,Female,70000,2014,0
Females with own children 6 to 17 years only,Female,70000,2014,0
Females with own children under 6 years only,Female,70000,2014,0
Females with own children under 6 years only,Female,69000,2014,0
Females with own children under 6 years only,Female,69000,2014,0
Females with own children under 6 years and 6 to 17 years,Female,69000,2014,0
Females with own children 6 to 17 years only,Female,68000,2014,0
Females with own children under 6 years only,Female,67000,2014,0
Females with own children under 6 years only,Female,66000,2014,0
Females with own children 6 to 17 years only,Female,64900,2014,0
Females with own children under 6 years only,Female,62000,2014,0
Females with own children under 6 years only,Female,61000,2014,0
Females with own children under 6 years only,Female,61000,2014,0
Females with own children under 6 years only,Female,60500,2014,0
Females with own children under 6 years only,Female,60000,2014,0
Females with own children under 6 years only,Female,60000,2014,0
Females with own children under 6 years only,Female,60000,2014,0
Females with own children 6 to 17 years only,Female,60000,2014,0
Females with own children under 6 years only,Female,59000,2014,0
Females with own children 6 to 17 years only,Female,57400,2014,0
Females with own children under 6 years only,Female,57000,2014,0
Females with own children under 6 years only,Female,56500,2014,0
Females with own children 6 to 17 years only,Female,56000,2014,0
Females with own children under 6 years only,Female,56000,2014,0
Females with own children under 6 years only,Female,56000,2014,0
Females with own children under 6 years only,Female,55000,2014,0
Females with own children under 6 years and 6 to 17 years,Female,54000,2014,0
Females with own children under 6 years only,Female,52000,2014,0
Females with own children 6 to 17 years only,Female,51000,2014,0
Females with own children under 6 years only,Female,50000,2014,0
Females with own children under 6 years only,Female,50000,2014,0
Females with own children under 6 years and 6 to 17 years,Female,50000,2014,0
Females with own children under 6 years only,Female,49000,2014,0
Females with own children under 6 years only,Female,48200,2014,0
Females with own children 6 to 17 years only,Female,46500,2014,0
Females with own children 6 to 17 years only,Female,45200,2014,0
Females with own children under 6 years only,Female,45000,2014,0
Females with own children under 6 years and 6 to 17 years,Female,45000,2014,0
Females with own children under 6 years only,Female,45000,2014,0
Females with own children under 6 years and 6 to 17 years,Female,43000,2014,0
Females with own children 6 to 17 years only,Female,42400,2014,0
Females with own children under 6 years only,Female,42000,2014,0
Females with own children under 6 years only,Female,41600,2014,0
Females with own children under 6 years only,Female,41300,2014,0
Females with own children 6 to 17 years only,Female,40800,2014,0
Females with own children under 6 years only,Female,40050,2014,0
Females with own children 6 to 17 years only,Female,40000,2014,0
Females with own children under 6 years only,Female,40000,2014,0
Females with own children 6 to 17 years only,Female,39000,2014,0
Females with own children 6 to 17 years only,Female,39000,2014,0
Females with own children under 6 years only,Female,38000,2014,0
Females with own children 6 to 17 years only,Female,37800,2014,0
Females with own children under 6 years only,Female,35000,2014,0
Females with own children under 6 years only,Female,35000,2014,0
Females with own children under 6 years and 6 to 17 years,Female,35000,2014,0
Females with own children 6 to 17 years only,Female,35000,2014,0
Females with own children under 6 years only,Female,35000,2014,0
Females with own children 6 to 17 years only,Female,35000,2014,0
Females with own children 6 to 17 years only,Female,34000,2014,0
Females with own children under 6 years only,Female,33600,2014,0
Females with own children under 6 years only,Female,32400,2014,0
Females with own children 6 to 17 years only,Female,32000,2014,0
Females with own children 6 to 17 years only,Female,31800,2014,0
Females with own children under 6 years only,Female,30700,2014,0
Females with own children under 6 years only,Female,30700,2014,0
Females with own children under 6 years and 6 to 17 years,Female,30000,2014,0
Females with own children under 6 years only,Female,30000,2014,0
Females with own children under 6 years and 6 to 17 years,Female,30000,2014,0
Females with own children under 6 years only,Female,30000,2014,0
Females with own children under 6 years only,Female,30000,2014,0
Females with own children under 6 years only,Female,30000,2014,0
Females with own children under 6 years and 6 to 17 years,Female,30000,2014,0
Females with own children under 6 years and 6 to 17 years,Female,30000,2014,0
Females with own children 6 to 17 years only,Female,30000,2014,0
Females with own children under 6 years only,Female,29500,2014,0
Females with own children 6 to 17 years only,Female,29400,2014,0
Females with own children under 6 years only,Female,29300,2014,0
Females with own children under 6 years only,Female,28800,2014,0
Females with own children under 6 years and 6 to 17 years,Female,28200,2014,0
Females with own children under 6 years and 6 to 17 years,Female,28000,2014,0
Females with own children under 6 years only,Female,28000,2014,0
Females with own children under 6 years only,Female,28000,2014,0
Females with own children under 6 years only,Female,28000,2014,0
Females with own children under 6 years only,Female,26500,2014,0
Females with own children 6 to 17 years only,Female,26000,2014,0
Females with own children under 6 years only,Female,25620,2014,620
Females with own children under 6 years only,Female,25000,2014,0
Females with own children under 6 years and 6 to 17 years,Female,25000,2014,0
Females with own children under 6 years only,Female,25000,2014,0
Females with own children 6 to 17 years only,Female,25000,2014,0
Females with own children under 6 years only,Female,25000,2014,0
Females with own children 6 to 17 years only,Female,25000,2014,0
Females with own children under 6 years only,Female,24000,2014,0
Females with own children under 6 years only,Female,24000,2014,0
Females with own children 6 to 17 years only,Female,24000,2014,0
Females with own children under 6 years and 6 to 17 years,Female,24000,2014,0
Females with own children under 6 years only,Female,23030,2014,0
Females with own children under 6 years only,Female,22100,2014,0
Females with own children under 6 years only,Female,22000,2014,0
Females with own children under 6 years and 6 to 17 years,Female,22000,2014,0
Females with own children under 6 years and 6 to 17 years,Female,21000,2014,0
Females with own children under 6 years only,Female,21000,2014,0
Females with own children under 6 years only,Female,20220,2014,0
Females with own children under 6 years only,Female,20000,2014,0
Females with own children under 6 years only,Female,20000,2014,0
Females with own children under 6 years only,Female,20000,2014,0
Females with own children under 6 years only,Female,20000,2014,0
Females with own children under 6 years and 6 to 17 years,Female,20000,2014,0
Females with own children under 6 years only,Female,20000,2014,0
Females with own children under 6 years only,Female,19200,2014,0
Females with own children under 6 years only,Female,19000,2014,0
Females with own children under 6 years only,Female,19000,2014,0
Females with own children under 6 years only,Female,18000,2014,2000
Females with own children 6 to 17 years only,Female,17000,2014,0
Females with own children under 6 years only,Female,16400,2014,0
Females with own children under 6 years and 6 to 17 years,Female,16000,2014,0
Females with own children under 6 years only,Female,16000,2014,0
Females with own children under 6 years only,Female,16000,2014,0
Females with own children 6 to 17 years only,Female,16000,2014,0
Females with own children 6 to 17 years only,Female,15600,2014,0
Females with own children under 6 years only,Female,15600,2014,1600
Females with own children 6 to 17 years only,Female,15400,2014,0
Females with own children 6 to 17 years only,Female,15000,2014,0
Females with own children under 6 years and 6 to 17 years,Female,15000,2014,0
Females with own children under 6 years only,Female,14000,2014,0
Females with own children under 6 years only,Female,13700,2014,0
Females with own children 6 to 17 years only,Female,12000,2014,0
Females with own children under 6 years only,Female,12000,2014,0
Females with own children under 6 years only,Female,12000,2014,0
Females with own children under 6 years only,Female,11000,2014,0
Females with own children 6 to 17 years only,Female,10000,2014,0
Females with own children under 6 years only,Female,10000,2014,0
Females with own children under 6 years and 6 to 17 years,Female,10000,2014,0
Females with own children under 6 years only,Female,10000,2014,0
Females with own children under 6 years only,Female,10000,2014,0
Females with own children under 6 years only,Female,10000,2014,0
Females with own children under 6 years only,Female,10000,2014,0
Females with own children under 6 years and 6 to 17 years,Female,10000,2014,0
Females with own children under 6 years only,Female,9600,2014,0
Females with own children under 6 years and 6 to 17 years,Female,9500,2014,0
Females with own children under 6 years only,Female,9400,2014,0
Females with own children under 6 years only,Female,9200,2014,0
Females with own children 6 to 17 years only,Female,7500,2014,0
Females with own children under 6 years and 6 to 17 years,Female,7000,2014,0
Females with own children 6 to 17 years only,Female,5600,2014,0
Females with own children under 6 years only,Female,5500,2014,0
Females with own children under 6 years only,Female,5500,2014,0
Females with own children under 6 years only,Female,5500,2014,0
Females with own children under 6 years only,Female,5000,2014,0
Females with own children 6 to 17 years only,Female,5000,2014,0
Females with own children under 6 years only,Female,4600,2014,0
Females with own children 6 to 17 years only,Female,4000,2014,0
Females with own children under 6 years only,Female,4000,2014,0
Females with own children under 6 years only,Female,3620,2014,0
Females with own children under 6 years and 6 to 17 years,Female,3300,2014,0
Females with own children under 6 years only,Female,3000,2014,0
Females with own children under 6 years only,Female,3000,2014,0
Females with own children under 6 years and 6 to 17 years,Female,3000,2014,0
Females with own children under 6 years only,Female,2900,2014,0
Females with own children under 6 years only,Female,2300,2014,0
Females with own children under 6 years and 6 to 17 years,Female,2000,2014,0
Females with own children under 6 years only,Female,1200,2014,0
Females with own children under 6 years only,Female,1100,2014,0
Females with own children under 6 years and 6 to 17 years,Female,1000,2014,0
Females with own children under 6 years only,Female,1000,2014,0
Females with own children under 6 years only,Female,600,2014,0
Females with own children 6 to 17 years only,Female,530,2014,0
Females with own children under 6 years and 6 to 17 years,Female,500,2014,500
Females with own children under 6 years and 6 to 17 years,Female,450,2014,0
Females with own children under 6 years only,Female,400,2014,0
Females with own children under 6 years only,Female,360,2014,0
Females with own children under 6 years only,Female,200,2014,0
Females with own children under 6 years only,Female,10,2014,0
Females with own children under 6 years only,Female,0,2014,0
Females with own children under 6 years and 6 to 17 years,Female,0,2014,0
Females with own children under 6 years and 6 to 17 years,Female,0,2014,0
Females with own children under 6 years only,Female,0,2014,0
Females with own children under 6 years only,Female,0,2014,0
Females with own children under 6 years only,Female,0,2014,0
Females with own children under 6 years only,Female,0,2014,0
Females with own children under 6 years only,Female,0,2014,0
Females with own children under 6 years only,Female,0,2014,0
Females with own children under 6 years only,Female,0,2014,0
Females with own children under 6 years only,Female,0,2014,0
Females with own children under 6 years only,Female,0,2014,0
Females with own children under 6 years only,Female,0,2014,0
Females with own children under 6 years only,Female,0,2014,0
Females with own children under 6 years and 6 to 17 years,Female,0,2014,0
Females with own children 6 to 17 years only,Female,0,2014,0
Females with own children under 6 years and 6 to 17 years,Female,0,2014,0
Females with own children under 6 years only,Female,0,2014,0
Females with own children under 6 years only,Female,0,2014,0
Females with own children 6 to 17 years only,Female,0,2014,0
Females with own children under 6 years only,Female,0,2014,0
Females with own children under 6 years only,Female,0,2014,0
Females with own children under 6 years only,Female,0,2014,0
Females with own children under 6 years only,Female,0,2014,0
Females with own children under 6 years and 6 to 17 years,Female,0,2014,0
Females with own children under 6 years only,Female,0,2014,0
Females with own children under 6 years and 6 to 17 years,Female,0,2014,0
Females with own children under 6 years only,Female,0,2014,0
Females with own children under 6 years only,Female,0,2014,0
Females with own children under 6 years only,Female,0,2014,0
Females with own children under 6 years only,Female,0,2014,0
Females with own children under 6 years only,Female,0,2014,0
Females with own children under 6 years and 6 to 17 years,Female,0,2014,0
Females with own children under 6 years only,Female,0,2014,0
Females with own children under 6 years only,Female,0,2014,0
Females with own children under 6 years only,Female,0,2014,0
Females with own children under 6 years only,Female,0,2014,0
Females with own children under 6 years only,Female,0,2014,0
Females with own children under 6 years only,Female,0,2014,0
Females with own children under 6 years only,Female,0,2014,0
Females with own children under 6 years only,Female,0,2014,0
Females with own children under 6 years and 6 to 17 years,Female,0,2014,0
Females with own children under 6 years only,Female,0,2014,0
Females with own children under 6 years only,Female,0,2014,0
Females with own children under 6 years only,Female,0,2014,0
Females with own children under 6 years only,Female,0,2014,0
Females with own children under 6 years only,Female,0,2014,0
Females with own children under 6 years only,Female,0,2014,0
Females with own children under 6 years only,Female,0,2014,0
Females with own children under 6 years only,Female,0,2014,0
Females with own children under 6 years only,Female,0,2014,0
Females with own children under 6 years only,Female,0,2014,0
Females with own children under 6 years only,Female,544400,2015,0
Females with own children under 6 years only,Female,521000,2015,0
Females with own children 6 to 17 years only,Female,234000,2015,0
Females with own children under 6 years only,Female,208200,2015,0
Females with own children under 6 years only,Female,205000,2015,0
Females with own children 6 to 17 years only,Female,200000,2015,0
Females with own children 6 to 17 years only,Female,185000,2015,0
Females with own children under 6 years only,Female,180000,2015,0
Females with own children under 6 years only,Female,180000,2015,0
Females with own children 6 to 17 years only,Female,150000,2015,0
Females with own children 6 to 17 years only,Female,143000,2015,0
Females with own children under 6 years only,Female,142000,2015,0
Females with own children under 6 years only,Female,136920,2015,0
Females with own children under 6 years only,Female,130000,2015,0
Females with own children 6 to 17 years only,Female,130000,2015,0
Females with own children 6 to 17 years only,Female,127800,2015,0
Females with own children 6 to 17 years only,Female,117000,2015,0
Females with own children under 6 years only,Female,115000,2015,0
Females with own children under 6 years only,Female,110350,2015,0
Females with own children under 6 years only,Female,110000,2015,0
Females with own children 6 to 17 years only,Female,105000,2015,0
Females with own children under 6 years only,Female,95000,2015,0
Females with own children under 6 years only,Female,94000,2015,0
Females with own children under 6 years only,Female,90000,2015,0
Females with own children under 6 years only,Female,90000,2015,0
Females with own children 6 to 17 years only,Female,90000,2015,0
Females with own children 6 to 17 years only,Female,88400,2015,0
Females with own children under 6 years only,Female,86000,2015,0
Females with own children under 6 years only,Female,85000,2015,0
Females with own children under 6 years only,Female,85000,2015,0
Females with own children 6 to 17 years only,Female,85000,2015,0
Females with own children 6 to 17 years only,Female,84000,2015,0
Females with own children 6 to 17 years only,Female,84000,2015,0
Females with own children under 6 years only,Female,83000,2015,0
Females with own children under 6 years only,Female,83000,2015,0
Females with own children under 6 years only,Female,80000,2015,0
Females with own children 6 to 17 years only,Female,80000,2015,0
Females with own children under 6 years and 6 to 17 years,Female,80000,2015,0
Females with own children under 6 years only,Female,80000,2015,0
Females with own children under 6 years only,Female,80000,2015,0
Females with own children 6 to 17 years only,Female,78000,2015,0
Females with own children 6 to 17 years only,Female,76000,2015,0
Females with own children under 6 years only,Female,76000,2015,0
Females with own children under 6 years only,Female,75000,2015,0
Females with own children under 6 years only,Female,74000,2015,0
Females with own children 6 to 17 years only,Female,74000,2015,0
Females with own children under 6 years only,Female,74000,2015,0
Females with own children 6 to 17 years only,Female,73000,2015,0
Females with own children under 6 years and 6 to 17 years,Female,71000,2015,0
Females with own children under 6 years only,Female,70000,2015,0
Females with own children under 6 years only,Female,70000,2015,0
Females with own children under 6 years only,Female,70000,2015,0
Females with own children under 6 years only,Female,70000,2015,20000
Females with own children 6 to 17 years only,Female,69000,2015,0
Females with own children 6 to 17 years only,Female,65000,2015,0
Females with own children 6 to 17 years only,Female,64000,2015,0
Females with own children under 6 years only,Female,61000,2015,0
Females with own children under 6 years only,Female,60000,2015,0
Females with own children under 6 years only,Female,60000,2015,0
Females with own children under 6 years only,Female,60000,2015,0
Females with own children under 6 years only,Female,60000,2015,0
Females with own children under 6 years only,Female,60000,2015,0
Females with own children under 6 years only,Female,59000,2015,0
Females with own children 6 to 17 years only,Female,58000,2015,0
Females with own children 6 to 17 years only,Female,58000,2015,0
Females with own children under 6 years and 6 to 17 years,Female,56200,2015,0
Females with own children 6 to 17 years only,Female,55000,2015,0
Females with own children under 6 years only,Female,55000,2015,0
Females with own children under 6 years only,Female,54000,2015,0
Females with own children under 6 years and 6 to 17 years,Female,51600,2015,0
Females with own children 6 to 17 years only,Female,51000,2015,0
Females with own children under 6 years only,Female,50000,2015,0
Females with own children under 6 years only,Female,50000,2015,0
Females with own children under 6 years only,Female,50000,2015,0
Females with own children under 6 years only,Female,50000,2015,0
Females with own children under 6 years and 6 to 17 years,Female,50000,2015,0
Females with own children under 6 years only,Female,49000,2015,0
Females with own children under 6 years and 6 to 17 years,Female,48500,2015,0
Females with own children under 6 years only,Female,48000,2015,0
Females with own children under 6 years and 6 to 17 years,Female,45000,2015,0
Females with own children 6 to 17 years only,Female,45000,2015,0
Females with own children under 6 years and 6 to 17 years,Female,45000,2015,0
Females with own children 6 to 17 years only,Female,43900,2015,0
Females with own children under 6 years only,Female,43600,2015,0
Females with own children 6 to 17 years only,Female,43000,2015,0
Females with own children under 6 years and 6 to 17 years,Female,42000,2015,0
Females with own children under 6 years only,Female,41120,2015,0
Females with own children 6 to 17 years only,Female,40000,2015,0
Females with own children 6 to 17 years only,Female,40000,2015,0
Females with own children under 6 years and 6 to 17 years,Female,40000,2015,0
Females with own children under 6 years only,Female,38300,2015,0
Females with own children under 6 years and 6 to 17 years,Female,38000,2015,0
Females with own children under 6 years and 6 to 17 years,Female,38000,2015,0
Females with own children under 6 years and 6 to 17 years,Female,36300,2015,0
Females with own children under 6 years and 6 to 17 years,Female,36000,2015,0
Females with own children under 6 years only,Female,35000,2015,0
Females with own children under 6 years and 6 to 17 years,Female,35000,2015,0
Females with own children under 6 years only,Female,35000,2015,0
